id;set;series;publisher;generation;release_date;name;set_num;rarity;nationalPokedexNumbers
swsh45sv-SV069;Shiny Vault;Sword & Shield;TPCI;Eighth;2/19/2021;Coalossal;SV069;Rare Shiny;[839]
swsh45sv-SV070;Shiny Vault;Sword & Shield;TPCI;Eighth;2/19/2021;Silicobra;SV070;Rare Shiny;[843]
swsh45sv-SV071;Shiny Vault;Sword & Shield;TPCI;Eighth;2/19/2021;Sandaconda;SV071;Rare Shiny;[844]
swsh45sv-SV072;Shiny Vault;Sword & Shield;TPCI;Eighth;2/19/2021;Clobbopus;SV072;Rare Shiny;[852]
swsh45sv-SV073;Shiny Vault;Sword & Shield;TPCI;Eighth;2/19/2021;Grapploct;SV073;Rare Shiny;[853]
swsh45sv-SV074;Shiny Vault;Sword & Shield;TPCI;Eighth;2/19/2021;Falinks;SV074;Rare Shiny;[870]
swsh45sv-SV075;Shiny Vault;Sword & Shield;TPCI;Eighth;2/19/2021;Stonjourner;SV075;Rare Shiny;[874]
swsh45sv-SV076;Shiny Vault;Sword & Shield;TPCI;Eighth;2/19/2021;Koffing;SV076;Rare Shiny;[109]
swsh45sv-SV077;Shiny Vault;Sword & Shield;TPCI;Eighth;2/19/2021;Galarian Weezing;SV077;Rare Shiny;[110]
swsh45sv-SV078;Shiny Vault;Sword & Shield;TPCI;Eighth;2/19/2021;Galarian Zigzagoon;SV078;Rare Shiny;[263]
swsh45sv-SV079;Shiny Vault;Sword & Shield;TPCI;Eighth;2/19/2021;Galarian Linoone;SV079;Rare Shiny;[264]
swsh45sv-SV080;Shiny Vault;Sword & Shield;TPCI;Eighth;2/19/2021;Galarian Obstagoon;SV080;Rare Shiny;[862]
swsh45sv-SV081;Shiny Vault;Sword & Shield;TPCI;Eighth;2/19/2021;Nickit;SV081;Rare Shiny;[827]
swsh45sv-SV082;Shiny Vault;Sword & Shield;TPCI;Eighth;2/19/2021;Thievul;SV082;Rare Shiny;[828]
swsh45sv-SV083;Shiny Vault;Sword & Shield;TPCI;Eighth;2/19/2021;Impidimp;SV083;Rare Shiny;[859]
swsh45sv-SV084;Shiny Vault;Sword & Shield;TPCI;Eighth;2/19/2021;Morgrem;SV084;Rare Shiny;[860]
swsh45sv-SV085;Shiny Vault;Sword & Shield;TPCI;Eighth;2/19/2021;Grimmsnarl;SV085;Rare Shiny;[861]
swsh45sv-SV086;Shiny Vault;Sword & Shield;TPCI;Eighth;2/19/2021;Galarian Meowth;SV086;Rare Shiny;[52]
swsh45sv-SV087;Shiny Vault;Sword & Shield;TPCI;Eighth;2/19/2021;Galarian Perrserker;SV087;Rare Shiny;[863]
swsh45sv-SV088;Shiny Vault;Sword & Shield;TPCI;Eighth;2/19/2021;Galarian Stunfisk;SV088;Rare Shiny;[618]
swsh45sv-SV089;Shiny Vault;Sword & Shield;TPCI;Eighth;2/19/2021;Corviknight;SV089;Rare Shiny;[823]
swsh45sv-SV090;Shiny Vault;Sword & Shield;TPCI;Eighth;2/19/2021;Cufant;SV090;Rare Shiny;[878]
swsh45sv-SV091;Shiny Vault;Sword & Shield;TPCI;Eighth;2/19/2021;Copperajah;SV091;Rare Shiny;[879]
swsh45sv-SV092;Shiny Vault;Sword & Shield;TPCI;Eighth;2/19/2021;Duraludon;SV092;Rare Shiny;[884]
swsh45sv-SV093;Shiny Vault;Sword & Shield;TPCI;Eighth;2/19/2021;Minccino;SV093;Rare Shiny;[572]
swsh45sv-SV094;Shiny Vault;Sword & Shield;TPCI;Eighth;2/19/2021;Cinccino;SV094;Rare Shiny;[573]
swsh45sv-SV095;Shiny Vault;Sword & Shield;TPCI;Eighth;2/19/2021;Ducklett;SV095;Rare Shiny;[580]
swsh45sv-SV096;Shiny Vault;Sword & Shield;TPCI;Eighth;2/19/2021;Swanna;SV096;Rare Shiny;[581]
swsh45sv-SV097;Shiny Vault;Sword & Shield;TPCI;Eighth;2/19/2021;Bunnelby;SV097;Rare Shiny;[659]
swsh45sv-SV098;Shiny Vault;Sword & Shield;TPCI;Eighth;2/19/2021;Oranguru;SV098;Rare Shiny;[765]
swsh45sv-SV099;Shiny Vault;Sword & Shield;TPCI;Eighth;2/19/2021;Skwovet;SV099;Rare Shiny;[819]
swsh45sv-SV100;Shiny Vault;Sword & Shield;TPCI;Eighth;2/19/2021;Greedent;SV100;Rare Shiny;[820]
swsh45sv-SV101;Shiny Vault;Sword & Shield;TPCI;Eighth;2/19/2021;Rookidee;SV101;Rare Shiny;[821]
swsh45sv-SV102;Shiny Vault;Sword & Shield;TPCI;Eighth;2/19/2021;Corvisquire;SV102;Rare Shiny;[822]
swsh45sv-SV103;Shiny Vault;Sword & Shield;TPCI;Eighth;2/19/2021;Wooloo;SV103;Rare Shiny;[831]
swsh45sv-SV104;Shiny Vault;Sword & Shield;TPCI;Eighth;2/19/2021;Dubwool;SV104;Rare Shiny;[832]
swsh45sv-SV105;Shiny Vault;Sword & Shield;TPCI;Eighth;2/19/2021;Rillaboom V;SV105;Rare Holo V;[812]
swsh45sv-SV106;Shiny Vault;Sword & Shield;TPCI;Eighth;2/19/2021;Rillaboom VMAX;SV106;Rare Holo VMAX;[812]
swsh45sv-SV107;Shiny Vault;Sword & Shield;TPCI;Eighth;2/19/2021;Charizard VMAX;SV107;Rare Holo VMAX;[6]
swsh45sv-SV108;Shiny Vault;Sword & Shield;TPCI;Eighth;2/19/2021;Centiskorch V;SV108;Rare Holo V;[851]
swsh45sv-SV109;Shiny Vault;Sword & Shield;TPCI;Eighth;2/19/2021;Centiskorch VMAX;SV109;Rare Holo VMAX;[851]
swsh45sv-SV110;Shiny Vault;Sword & Shield;TPCI;Eighth;2/19/2021;Lapras V;SV110;Rare Holo V;[131]
swsh45sv-SV111;Shiny Vault;Sword & Shield;TPCI;Eighth;2/19/2021;Lapras VMAX;SV111;Rare Holo VMAX;[131]
swsh45sv-SV112;Shiny Vault;Sword & Shield;TPCI;Eighth;2/19/2021;Toxtricity V;SV112;Rare Holo V;[849]
swsh45sv-SV113;Shiny Vault;Sword & Shield;TPCI;Eighth;2/19/2021;Toxtricity VMAX;SV113;Rare Holo VMAX;[849]
swsh45sv-SV114;Shiny Vault;Sword & Shield;TPCI;Eighth;2/19/2021;Indeedee V;SV114;Rare Holo V;[876]
swsh45sv-SV115;Shiny Vault;Sword & Shield;TPCI;Eighth;2/19/2021;Falinks V;SV115;Rare Holo V;[870]
swsh45sv-SV116;Shiny Vault;Sword & Shield;TPCI;Eighth;2/19/2021;Grimmsnarl V;SV116;Rare Holo V;[861]
swsh45sv-SV117;Shiny Vault;Sword & Shield;TPCI;Eighth;2/19/2021;Grimmsnarl VMAX;SV117;Rare Holo VMAX;[861]
swsh45sv-SV118;Shiny Vault;Sword & Shield;TPCI;Eighth;2/19/2021;Ditto V;SV118;Rare Holo V;[132]
swsh45sv-SV119;Shiny Vault;Sword & Shield;TPCI;Eighth;2/19/2021;Ditto VMAX;SV119;Rare Holo VMAX;[132]
swsh45sv-SV120;Shiny Vault;Sword & Shield;TPCI;Eighth;2/19/2021;Dubwool V;SV120;Rare Holo V;[832]
swsh45sv-SV121;Shiny Vault;Sword & Shield;TPCI;Eighth;2/19/2021;Eternatus V;SV121;Rare Secret;[890]
swsh45sv-SV122;Shiny Vault;Sword & Shield;TPCI;Eighth;2/19/2021;Eternatus VMAX;SV122;Rare Secret;[890]
swsh5-1;Battle Styles;Sword & Shield;TPCI;Eighth;3/19/2021;Bellsprout;1;Common;[69]
swsh5-2;Battle Styles;Sword & Shield;TPCI;Eighth;3/19/2021;Weepinbell;2;Uncommon;[70]
swsh5-3;Battle Styles;Sword & Shield;TPCI;Eighth;3/19/2021;Victreebel;3;Rare;[71]
swsh5-4;Battle Styles;Sword & Shield;TPCI;Eighth;3/19/2021;Cacnea;4;Common;[331]
swsh5-5;Battle Styles;Sword & Shield;TPCI;Eighth;3/19/2021;Cacturne;5;Uncommon;[332]
swsh5-6;Battle Styles;Sword & Shield;TPCI;Eighth;3/19/2021;Kricketune V;6;Rare Holo V;[402]
swsh5-7;Battle Styles;Sword & Shield;TPCI;Eighth;3/19/2021;Cherubi;7;Common;[420]
swsh5-8;Battle Styles;Sword & Shield;TPCI;Eighth;3/19/2021;Cherrim;8;Rare Holo;[421]
swsh5-9;Battle Styles;Sword & Shield;TPCI;Eighth;3/19/2021;Carnivine;9;Uncommon;[455]
swsh5-10;Battle Styles;Sword & Shield;TPCI;Eighth;3/19/2021;Durant;10;Uncommon;[632]
swsh5-11;Battle Styles;Sword & Shield;TPCI;Eighth;3/19/2021;Scatterbug;11;Common;[664]
swsh5-12;Battle Styles;Sword & Shield;TPCI;Eighth;3/19/2021;Spewpa;12;Uncommon;[665]
swsh5-13;Battle Styles;Sword & Shield;TPCI;Eighth;3/19/2021;Vivillon;13;Rare;[666]
swsh5-14;Battle Styles;Sword & Shield;TPCI;Eighth;3/19/2021;Fomantis;14;Common;[753]
swsh5-15;Battle Styles;Sword & Shield;TPCI;Eighth;3/19/2021;Lurantis;15;Rare;[754]
swsh5-16;Battle Styles;Sword & Shield;TPCI;Eighth;3/19/2021;Tapu Bulu;16;Rare Holo;[787]
swsh5-17;Battle Styles;Sword & Shield;TPCI;Eighth;3/19/2021;Blipbug;17;Common;[824]
swsh5-18;Battle Styles;Sword & Shield;TPCI;Eighth;3/19/2021;Flapple V;18;Rare Holo V;[841]
swsh5-19;Battle Styles;Sword & Shield;TPCI;Eighth;3/19/2021;Flapple VMAX;19;Rare Holo VMAX;[841]
swsh5-20;Battle Styles;Sword & Shield;TPCI;Eighth;3/19/2021;Entei;20;Rare Holo;[244]
swsh5-21;Battle Styles;Sword & Shield;TPCI;Eighth;3/19/2021;Victini V;21;Rare Holo V;[494]
swsh5-22;Battle Styles;Sword & Shield;TPCI;Eighth;3/19/2021;Victini VMAX;22;Rare Holo VMAX;[494]
swsh5-23;Battle Styles;Sword & Shield;TPCI;Eighth;3/19/2021;Tepig;23;Common;[498]
swsh5-24;Battle Styles;Sword & Shield;TPCI;Eighth;3/19/2021;Pignite;24;Uncommon;[499]
swsh5-25;Battle Styles;Sword & Shield;TPCI;Eighth;3/19/2021;Emboar;25;Rare Holo;[500]
swsh5-26;Battle Styles;Sword & Shield;TPCI;Eighth;3/19/2021;Heatmor;26;Uncommon;[631]
swsh5-27;Battle Styles;Sword & Shield;TPCI;Eighth;3/19/2021;Salandit;27;Common;[757]
swsh5-28;Battle Styles;Sword & Shield;TPCI;Eighth;3/19/2021;Salazzle;28;Rare;[758]
swsh5-29;Battle Styles;Sword & Shield;TPCI;Eighth;3/19/2021;Sizzlipede;29;Common;[850]
swsh5-30;Battle Styles;Sword & Shield;TPCI;Eighth;3/19/2021;Centiskorch;30;Rare;[851]
swsh5-31;Battle Styles;Sword & Shield;TPCI;Eighth;3/19/2021;Horsea;31;Common;[116]
swsh5-32;Battle Styles;Sword & Shield;TPCI;Eighth;3/19/2021;Seadra;32;Uncommon;[117]
swsh5-33;Battle Styles;Sword & Shield;TPCI;Eighth;3/19/2021;Kingdra;33;Rare Holo;[230]
swsh5-34;Battle Styles;Sword & Shield;TPCI;Eighth;3/19/2021;Galarian Mr. Mime;34;Common;[122]
swsh5-35;Battle Styles;Sword & Shield;TPCI;Eighth;3/19/2021;Galarian Mr. Rime;35;Rare;[866]
swsh5-36;Battle Styles;Sword & Shield;TPCI;Eighth;3/19/2021;Remoraid;36;Common;[223]
swsh5-37;Battle Styles;Sword & Shield;TPCI;Eighth;3/19/2021;Octillery;37;Rare Holo;[224]
swsh5-38;Battle Styles;Sword & Shield;TPCI;Eighth;3/19/2021;Corphish;38;Common;[341]
swsh5-39;Battle Styles;Sword & Shield;TPCI;Eighth;3/19/2021;Crawdaunt;39;Uncommon;[342]
swsh5-40;Battle Styles;Sword & Shield;TPCI;Eighth;3/19/2021;Empoleon V;40;Rare Holo V;[395]
swsh5-41;Battle Styles;Sword & Shield;TPCI;Eighth;3/19/2021;Frillish;41;Common;[592]
swsh5-42;Battle Styles;Sword & Shield;TPCI;Eighth;3/19/2021;Jellicent;42;Rare;[593]
swsh5-43;Battle Styles;Sword & Shield;TPCI;Eighth;3/19/2021;Bruxish;43;Uncommon;[779]
swsh5-44;Battle Styles;Sword & Shield;TPCI;Eighth;3/19/2021;Electabuzz;44;Common;[125]
swsh5-45;Battle Styles;Sword & Shield;TPCI;Eighth;3/19/2021;Electivire;45;Rare;[466]
swsh5-46;Battle Styles;Sword & Shield;TPCI;Eighth;3/19/2021;Shinx;46;Common;[403]
swsh5-47;Battle Styles;Sword & Shield;TPCI;Eighth;3/19/2021;Luxio;47;Uncommon;[404]
swsh5-48;Battle Styles;Sword & Shield;TPCI;Eighth;3/19/2021;Luxray;48;Rare Holo;[405]
swsh5-49;Battle Styles;Sword & Shield;TPCI;Eighth;3/19/2021;Pachirisu;49;Common;[417]
swsh5-50;Battle Styles;Sword & Shield;TPCI;Eighth;3/19/2021;Tapu Koko V;50;Rare Holo V;[785]
swsh5-51;Battle Styles;Sword & Shield;TPCI;Eighth;3/19/2021;Tapu Koko VMAX;51;Rare Holo VMAX;[785]
swsh5-52;Battle Styles;Sword & Shield;TPCI;Eighth;3/19/2021;Yamper;52;Common;[835]
swsh5-53;Battle Styles;Sword & Shield;TPCI;Eighth;3/19/2021;Boltund;53;Rare;[836]
swsh5-54;Battle Styles;Sword & Shield;TPCI;Eighth;3/19/2021;Galarian Slowpoke;54;Common;[79]
swsh5-55;Battle Styles;Sword & Shield;TPCI;Eighth;3/19/2021;Spoink;55;Common;[325]
swsh5-56;Battle Styles;Sword & Shield;TPCI;Eighth;3/19/2021;Grumpig;56;Uncommon;[326]
swsh5-57;Battle Styles;Sword & Shield;TPCI;Eighth;3/19/2021;Baltoy;57;Common;[343]
swsh5-58;Battle Styles;Sword & Shield;TPCI;Eighth;3/19/2021;Claydol;58;Rare;[344]
swsh5-59;Battle Styles;Sword & Shield;TPCI;Eighth;3/19/2021;Chimecho;59;Common;[358]
swsh5-60;Battle Styles;Sword & Shield;TPCI;Eighth;3/19/2021;Espurr;60;Common;[677]
swsh5-61;Battle Styles;Sword & Shield;TPCI;Eighth;3/19/2021;Meowstic;61;Rare Holo;[678]
swsh5-62;Battle Styles;Sword & Shield;TPCI;Eighth;3/19/2021;Mimikyu V;62;Rare Holo V;[778]
swsh5-63;Battle Styles;Sword & Shield;TPCI;Eighth;3/19/2021;Necrozma V;63;Rare Holo V;[800]
swsh5-64;Battle Styles;Sword & Shield;TPCI;Eighth;3/19/2021;Dottler;64;Uncommon;[825]
swsh5-65;Battle Styles;Sword & Shield;TPCI;Eighth;3/19/2021;Orbeetle;65;Rare Holo;[826]
swsh5-66;Battle Styles;Sword & Shield;TPCI;Eighth;3/19/2021;Mankey;66;Common;[56]
swsh5-67;Battle Styles;Sword & Shield;TPCI;Eighth;3/19/2021;Primeape;67;Rare;[57]
swsh5-68;Battle Styles;Sword & Shield;TPCI;Eighth;3/19/2021;Onix;68;Common;[95]
swsh5-69;Battle Styles;Sword & Shield;TPCI;Eighth;3/19/2021;Cubone;69;Common;[104]
swsh5-70;Battle Styles;Sword & Shield;TPCI;Eighth;3/19/2021;Marowak;70;Rare;[105]
swsh5-71;Battle Styles;Sword & Shield;TPCI;Eighth;3/19/2021;Gligar;71;Common;[207]
swsh5-72;Battle Styles;Sword & Shield;TPCI;Eighth;3/19/2021;Gliscor;72;Uncommon;[472]
swsh5-73;Battle Styles;Sword & Shield;TPCI;Eighth;3/19/2021;Timburr;73;Common;[532]
swsh5-74;Battle Styles;Sword & Shield;TPCI;Eighth;3/19/2021;Gurdurr;74;Uncommon;[533]
swsh5-75;Battle Styles;Sword & Shield;TPCI;Eighth;3/19/2021;Conkeldurr;75;Rare;[534]
swsh5-76;Battle Styles;Sword & Shield;TPCI;Eighth;3/19/2021;Mienfoo;76;Common;[619]
swsh5-77;Battle Styles;Sword & Shield;TPCI;Eighth;3/19/2021;Mienshao;77;Rare;[620]
swsh5-78;Battle Styles;Sword & Shield;TPCI;Eighth;3/19/2021;Rolycoly;78;Common;[837]
swsh5-79;Battle Styles;Sword & Shield;TPCI;Eighth;3/19/2021;Carkol;79;Uncommon;[838]
swsh5-80;Battle Styles;Sword & Shield;TPCI;Eighth;3/19/2021;Coalossal;80;Rare Holo;[839]
swsh5-81;Battle Styles;Sword & Shield;TPCI;Eighth;3/19/2021;Silicobra;81;Common;[843]
swsh5-82;Battle Styles;Sword & Shield;TPCI;Eighth;3/19/2021;Sandaconda;82;Rare Holo;[844]
swsh5-83;Battle Styles;Sword & Shield;TPCI;Eighth;3/19/2021;Falinks;83;Rare;[870]
swsh5-84;Battle Styles;Sword & Shield;TPCI;Eighth;3/19/2021;Stonjourner;84;Rare;[874]
swsh5-85;Battle Styles;Sword & Shield;TPCI;Eighth;3/19/2021;Single Strike Urshifu V;85;Rare Holo V;[892]
swsh5-86;Battle Styles;Sword & Shield;TPCI;Eighth;3/19/2021;Single Strike Urshifu VMAX;86;Rare Holo VMAX;[892]
swsh5-87;Battle Styles;Sword & Shield;TPCI;Eighth;3/19/2021;Rapid Strike Urshifu V;87;Rare Holo V;[892]
swsh5-88;Battle Styles;Sword & Shield;TPCI;Eighth;3/19/2021;Rapid Strike Urshifu VMAX;88;Rare Holo VMAX;[892]
swsh5-89;Battle Styles;Sword & Shield;TPCI;Eighth;3/19/2021;Zubat;89;Common;[41]
swsh5-90;Battle Styles;Sword & Shield;TPCI;Eighth;3/19/2021;Golbat;90;Uncommon;[42]
swsh5-91;Battle Styles;Sword & Shield;TPCI;Eighth;3/19/2021;Crobat;91;Rare Holo;[169]
swsh5-92;Battle Styles;Sword & Shield;TPCI;Eighth;3/19/2021;Galarian Slowbro;92;Rare;[80]
swsh5-93;Battle Styles;Sword & Shield;TPCI;Eighth;3/19/2021;Murkrow;93;Common;[198]
swsh5-94;Battle Styles;Sword & Shield;TPCI;Eighth;3/19/2021;Honchkrow;94;Uncommon;[430]
swsh5-95;Battle Styles;Sword & Shield;TPCI;Eighth;3/19/2021;Houndour;95;Common;[228]
swsh5-96;Battle Styles;Sword & Shield;TPCI;Eighth;3/19/2021;Houndoom;96;Rare Holo;[229]
swsh5-97;Battle Styles;Sword & Shield;TPCI;Eighth;3/19/2021;Tyranitar V;97;Rare Holo V;[248]
swsh5-98;Battle Styles;Sword & Shield;TPCI;Eighth;3/19/2021;Morpeko;98;Uncommon;[877]
swsh5-99;Battle Styles;Sword & Shield;TPCI;Eighth;3/19/2021;Steelix;99;Rare Holo;[208]
swsh5-100;Battle Styles;Sword & Shield;TPCI;Eighth;3/19/2021;Mawile;100;Common;[303]
swsh5-101;Battle Styles;Sword & Shield;TPCI;Eighth;3/19/2021;Bronzor;101;Common;[436]
swsh5-102;Battle Styles;Sword & Shield;TPCI;Eighth;3/19/2021;Bronzong;102;Rare Holo;[437]
swsh5-103;Battle Styles;Sword & Shield;TPCI;Eighth;3/19/2021;Pawniard;103;Common;[624]
swsh5-104;Battle Styles;Sword & Shield;TPCI;Eighth;3/19/2021;Bisharp;104;Uncommon;[625]
swsh5-105;Battle Styles;Sword & Shield;TPCI;Eighth;3/19/2021;Honedge;105;Common;[679]
swsh5-106;Battle Styles;Sword & Shield;TPCI;Eighth;3/19/2021;Doublade;106;Uncommon;[680]
swsh5-107;Battle Styles;Sword & Shield;TPCI;Eighth;3/19/2021;Aegislash;107;Rare Holo;[681]
swsh5-108;Battle Styles;Sword & Shield;TPCI;Eighth;3/19/2021;Aegislash;108;Rare;[681]
swsh5-109;Battle Styles;Sword & Shield;TPCI;Eighth;3/19/2021;Corviknight V;109;Rare Holo V;[823]
swsh5-110;Battle Styles;Sword & Shield;TPCI;Eighth;3/19/2021;Corviknight VMAX;110;Rare Holo VMAX;[823]
swsh5-111;Battle Styles;Sword & Shield;TPCI;Eighth;3/19/2021;Spearow;111;Common;[21]
swsh5-112;Battle Styles;Sword & Shield;TPCI;Eighth;3/19/2021;Fearow;112;Uncommon;[22]
swsh5-113;Battle Styles;Sword & Shield;TPCI;Eighth;3/19/2021;Lickitung;113;Common;[108]
swsh5-114;Battle Styles;Sword & Shield;TPCI;Eighth;3/19/2021;Lickilicky;114;Rare;[463]
swsh5-115;Battle Styles;Sword & Shield;TPCI;Eighth;3/19/2021;Glameow;115;Common;[431]
swsh5-116;Battle Styles;Sword & Shield;TPCI;Eighth;3/19/2021;Purugly;116;Uncommon;[432]
swsh5-117;Battle Styles;Sword & Shield;TPCI;Eighth;3/19/2021;Stoutland V;117;Rare Holo V;[508]
swsh5-118;Battle Styles;Sword & Shield;TPCI;Eighth;3/19/2021;Bouffalant;118;Uncommon;[626]
swsh5-119;Battle Styles;Sword & Shield;TPCI;Eighth;3/19/2021;Drampa;119;Rare;[780]
swsh5-120;Battle Styles;Sword & Shield;TPCI;Eighth;3/19/2021;Indeedee;120;Uncommon;[876]
swsh5-121;Battle Styles;Sword & Shield;TPCI;Eighth;3/19/2021;Bruno;121;Uncommon;
swsh5-122;Battle Styles;Sword & Shield;TPCI;Eighth;3/19/2021;Camping Gear;122;Uncommon;
swsh5-123;Battle Styles;Sword & Shield;TPCI;Eighth;3/19/2021;Cheryl;123;Uncommon;
swsh5-124;Battle Styles;Sword & Shield;TPCI;Eighth;3/19/2021;Energy Recycler;124;Uncommon;
swsh5-125;Battle Styles;Sword & Shield;TPCI;Eighth;3/19/2021;Escape Rope;125;Uncommon;
swsh5-126;Battle Styles;Sword & Shield;TPCI;Eighth;3/19/2021;Exp. Share;126;Uncommon;
swsh5-127;Battle Styles;Sword & Shield;TPCI;Eighth;3/19/2021;Fan of Waves;127;Uncommon;
swsh5-128;Battle Styles;Sword & Shield;TPCI;Eighth;3/19/2021;Korrina's Focus;128;Uncommon;
swsh5-129;Battle Styles;Sword & Shield;TPCI;Eighth;3/19/2021;Level Ball;129;Uncommon;
swsh5-130;Battle Styles;Sword & Shield;TPCI;Eighth;3/19/2021;Phoebe;130;Uncommon;
swsh5-131;Battle Styles;Sword & Shield;TPCI;Eighth;3/19/2021;Rapid Strike Scroll of Swirls;131;Uncommon;
swsh5-132;Battle Styles;Sword & Shield;TPCI;Eighth;3/19/2021;Rapid Strike Style Mustard;132;Uncommon;
swsh5-133;Battle Styles;Sword & Shield;TPCI;Eighth;3/19/2021;Single Strike Scroll of Scorn;133;Uncommon;
swsh5-134;Battle Styles;Sword & Shield;TPCI;Eighth;3/19/2021;Single Strike Style Mustard;134;Uncommon;
swsh5-135;Battle Styles;Sword & Shield;TPCI;Eighth;3/19/2021;Sordward & Shielbert;135;Uncommon;
swsh5-136;Battle Styles;Sword & Shield;TPCI;Eighth;3/19/2021;Tool Jammer;136;Uncommon;
swsh5-137;Battle Styles;Sword & Shield;TPCI;Eighth;3/19/2021;Tower of Darkness;137;Uncommon;
swsh5-138;Battle Styles;Sword & Shield;TPCI;Eighth;3/19/2021;Tower of Waters;138;Uncommon;
swsh5-139;Battle Styles;Sword & Shield;TPCI;Eighth;3/19/2021;Urn of Vitality;139;Uncommon;
swsh5-140;Battle Styles;Sword & Shield;TPCI;Eighth;3/19/2021;Rapid Strike Energy;140;Uncommon;
swsh5-141;Battle Styles;Sword & Shield;TPCI;Eighth;3/19/2021;Single Strike Energy;141;Uncommon;
swsh5-142;Battle Styles;Sword & Shield;TPCI;Eighth;3/19/2021;Kricketune V;142;Rare Ultra;[402]
swsh5-143;Battle Styles;Sword & Shield;TPCI;Eighth;3/19/2021;Flapple V;143;Rare Ultra;[841]
swsh5-144;Battle Styles;Sword & Shield;TPCI;Eighth;3/19/2021;Victini V;144;Rare Ultra;[494]
swsh5-145;Battle Styles;Sword & Shield;TPCI;Eighth;3/19/2021;Empoleon V;145;Rare Ultra;[395]
swsh5-146;Battle Styles;Sword & Shield;TPCI;Eighth;3/19/2021;Empoleon V;146;Rare Ultra;[395]
swsh5-147;Battle Styles;Sword & Shield;TPCI;Eighth;3/19/2021;Tapu Koko V;147;Rare Ultra;[785]
swsh5-148;Battle Styles;Sword & Shield;TPCI;Eighth;3/19/2021;Mimikyu V;148;Rare Ultra;[778]
swsh5-149;Battle Styles;Sword & Shield;TPCI;Eighth;3/19/2021;Necrozma V;149;Rare Ultra;[800]
swsh5-150;Battle Styles;Sword & Shield;TPCI;Eighth;3/19/2021;Single Strike Urshifu V;150;Rare Ultra;[892]
swsh5-151;Battle Styles;Sword & Shield;TPCI;Eighth;3/19/2021;Single Strike Urshifu V;151;Rare Ultra;[892]
swsh5-152;Battle Styles;Sword & Shield;TPCI;Eighth;3/19/2021;Rapid Strike Urshifu V;152;Rare Ultra;[892]
swsh5-153;Battle Styles;Sword & Shield;TPCI;Eighth;3/19/2021;Rapid Strike Urshifu V;153;Rare Ultra;[892]
swsh5-154;Battle Styles;Sword & Shield;TPCI;Eighth;3/19/2021;Tyranitar V;154;Rare Ultra;[248]
swsh5-155;Battle Styles;Sword & Shield;TPCI;Eighth;3/19/2021;Tyranitar V;155;Rare Ultra;[248]
swsh5-156;Battle Styles;Sword & Shield;TPCI;Eighth;3/19/2021;Corviknight V;156;Rare Ultra;[823]
swsh5-157;Battle Styles;Sword & Shield;TPCI;Eighth;3/19/2021;Stoutland V;157;Rare Ultra;[508]
swsh5-158;Battle Styles;Sword & Shield;TPCI;Eighth;3/19/2021;Bruno;158;Rare Ultra;
swsh5-159;Battle Styles;Sword & Shield;TPCI;Eighth;3/19/2021;Cheryl;159;Rare Ultra;
swsh5-160;Battle Styles;Sword & Shield;TPCI;Eighth;3/19/2021;Korrina's Focus;160;Rare Ultra;
swsh5-161;Battle Styles;Sword & Shield;TPCI;Eighth;3/19/2021;Phoebe;161;Rare Ultra;
swsh5-162;Battle Styles;Sword & Shield;TPCI;Eighth;3/19/2021;Rapid Strike Style Mustard;162;Rare Ultra;
swsh5-163;Battle Styles;Sword & Shield;TPCI;Eighth;3/19/2021;Single Strike Style Mustard;163;Rare Ultra;
swsh5-164;Battle Styles;Sword & Shield;TPCI;Eighth;3/19/2021;Flapple VMAX;164;Rare Rainbow;[841]
swsh5-165;Battle Styles;Sword & Shield;TPCI;Eighth;3/19/2021;Victini VMAX;165;Rare Rainbow;[494]
swsh5-166;Battle Styles;Sword & Shield;TPCI;Eighth;3/19/2021;Tapu Koko VMAX;166;Rare Rainbow;[785]
swsh5-167;Battle Styles;Sword & Shield;TPCI;Eighth;3/19/2021;Single Strike Urshifu VMAX;167;Rare Rainbow;[892]
swsh5-168;Battle Styles;Sword & Shield;TPCI;Eighth;3/19/2021;Single Strike Urshifu VMAX;168;Rare Rainbow;[892]
swsh5-169;Battle Styles;Sword & Shield;TPCI;Eighth;3/19/2021;Rapid Strike Urshifu VMAX;169;Rare Rainbow;[892]
swsh5-170;Battle Styles;Sword & Shield;TPCI;Eighth;3/19/2021;Rapid Strike Urshifu VMAX;170;Rare Rainbow;[892]
swsh5-171;Battle Styles;Sword & Shield;TPCI;Eighth;3/19/2021;Corviknight VMAX;171;Rare Rainbow;[823]
swsh5-172;Battle Styles;Sword & Shield;TPCI;Eighth;3/19/2021;Bruno;172;Rare Rainbow;
swsh5-173;Battle Styles;Sword & Shield;TPCI;Eighth;3/19/2021;Cheryl;173;Rare Rainbow;
swsh5-174;Battle Styles;Sword & Shield;TPCI;Eighth;3/19/2021;Korrina's Focus;174;Rare Rainbow;
swsh5-175;Battle Styles;Sword & Shield;TPCI;Eighth;3/19/2021;Phoebe;175;Rare Rainbow;
swsh5-176;Battle Styles;Sword & Shield;TPCI;Eighth;3/19/2021;Rapid Strike Style Mustard;176;Rare Rainbow;
swsh5-177;Battle Styles;Sword & Shield;TPCI;Eighth;3/19/2021;Single Strike Style Mustard;177;Rare Rainbow;
swsh5-178;Battle Styles;Sword & Shield;TPCI;Eighth;3/19/2021;Octillery;178;Rare Secret;[224]
